credit_history,loan_amount,age,income,employment_years,loan_term,num_credit_cards,debt_ratio,prev_loans,region_score,default
-1.030931057180718,1.3916263025466797,0.5472737846167649,0.9289320135322151,-1.7388795135013857,1.2500021104676502,1.3325514676651278,1.5782564376200892,2.1247224809819527,-0.3184336169818588,0
-2.766253975980195,1.2478704175646147,-0.30369099249266407,1.0831452126607344,0.710835787526211,1.9682015432273303,-1.7941918665494363,2.3464220763331065,1.7007777560904473,-0.001190246096343106,1
-0.5589874789633589,0.29984868435416867,1.5270708509595832,0.3604416762927729,-1.3602094497856905,1.1007932222926982,-0.7559507066919204,1.3319334038688464,2.041104980813656,-0.8244044259267875,0
-1.3502885607785386,-2.0460778445974626,-0.6142642806640689,0.12645921906069005,-0.7839231112911293,5.895025894001847,-0.9154770290902925,-3.1847676350131695,-0.39925960345522404,-3.9209595437894817,0
-1.6339325886433769,2.097624962126392,2.042991402994602,-0.6608342358101458,-0.5486835127419251,-1.7715225844810816,1.4469441463869799,-1.324208077469828,4.122944097718065,0.3118178445095834,1
-2.5109466406391627,-1.062067417465481,-1.9600809091120694,1.4194556807978391,-0.42983716588069565,5.166178754745342,-0.9004484613780268,-2.471454587799531,0.21566406526127946,-1.913905952308395,0
1.6509176040591504,0.7553526974861523,2.8814811566537353,-1.980836470922634,-2.7511045579926074,-5.639698831072482,-1.1574157902154336,-2.715690788511899,4.0603964499323,2.515748760351779,1
-0.38201252265449614,0.1056300308048741,-1.4113348253547402,0.3537706308913895,-0.7619607769523957,0.528916893300974,-2.367477653373278,2.301213066942992,-0.013954788828910013,1.7104023736996852,1
0.5083380580312973,0.3347416450118912,0.3575842463432932,0.2875639051673281,0.2981572818829278,-0.1568990627160561,-0.3672039342117483,1.0183145264640816,-0.6490850356010973,-0.4858014580697385,1
-1.365364072398462,1.0451876134038638,2.5329276239502407,-0.33346069318177196,-1.4182043698171853,-1.0992025734139481,1.0835831031099956,-0.07629818807026889,4.566847522755585,0.4907077523831659,1
-3.1037551326408397,3.6381872794060865,-0.6953084832007982,-2.0276772716708487,2.5170738833913635,-0.1841874468573754,0.6932176016587042,0.8887151240704827,1.1627823808753357,0.02825160583294639,1
-1.0830876960965516,0.9510258580656321,-4.224239147513236,-0.9367952349593828,2.817469868979755,-2.1967054937690773,1.2058184207160432,-0.27872359423960535,-2.285812326780083,3.90152536799532,1
0.36014237769641055,-0.35390145786374183,-1.8917321270001524,-0.205766993677172,3.3290656165004457,-2.142750240274915,-0.38438737659292116,-0.5643006062024207,-2.989505689982864,1.594778813183963,1
-3.062100696937633,-0.27512959689963123,-4.331562833694505,0.6036457389607386,2.4620512062305435,3.148236984021614,-0.16841971202888115,-1.9620919923912403,-1.8050717941062417,0.45943886828410574,0
-1.3463193078762805,1.7758696618259524,1.1593552979493358,0.5850213322877983,-1.9592753365281173,0.40808123682578384,-0.2730067480225845,-0.2218051063268347,3.366367083569043,-0.3090137886653779,1
